,Trial#,Optimal,Obj_PartWeight,Obj_Warp-ThickWall,Obj_Warp-ThinWall,Obj_WMAPE,Sugg-rDiffPSP-P-P2,Sugg-rDiffPSP-P-P3,Sugg-rDiffPSP-P-P4,Sugg-rDiffPSP-P-P5,Sugg-rDiffPSP-P-t1,Sugg-rDiffPSP-P-t2,Sugg-rDiffPSP-P-t3,Sugg-rDiffPSP-P-t4,Sugg-rDiffPSP-P-t5,Sugg-rDiffPSP-P-t6,Sugg-rDiffPSP-T-T1,Sugg-rDiffPSP-T-T2,Sugg-rDiffPSP-T-t1,Sugg-rDiffPSP-T-t2,Sugg-rDiffPSP-T-t3,Pred_PartWeight (g),Pred_Warp-ThickWall (mm),Pred_Warp-ThinWall (mm),Opt_ClntTemp,Opt_InjSpd,Opt_PackPres,Opt_PackTime,Feas-DiffPSP-P-t1,Feas-DiffPSP-P-t2,Feas-DiffPSP-P-t3,Feas-DiffPSP-P-t4,Feas-DiffPSP-P-t5,Feas-DiffPSP-P-t6,Feas-DiffPSP-P-P1,Feas-DiffPSP-P-P2,Feas-DiffPSP-P-P3,Feas-DiffPSP-P-P4,Feas-DiffPSP-P-P5,Feas-DiffPSP-P-P6,Feas-DiffPSP-T-t1,Feas-DiffPSP-T-t2,Feas-DiffPSP-T-t3,Feas-DiffPSP-T-T1,Feas-DiffPSP-T-T2,Feas-DiffPSP-T-T3
10,10,False,0.012536716921893872,0.032908703599657335,0.0055188900568768,0.1092535376085517,0.05735813716727581,0.2067167923070427,0.037334135598323846,-0.04681597521911053,0.0050996325037466084,0.020465149850786034,0.0034513706824696646,0.00523187766754293,0.030272378987814548,0.06490087044761254,0.2364272172502925,0.06661205442063871,0.026240382103287038,0.005877337852690129,0.15745657807628313,37.51902,-2.3957536,-0.53284883,0.5795057491844007,0.4549911078352395,0.4428000467920054,0.0362650653321,0.0040701274,0.019032512,0.0044417162,0.004283268,0.030587988,0.05234842,0.0016602492,0.05282618,0.23270099,0.022077587,-0.028905196,-0.27730632,0.024698485,0.0058972165,0.1547633,0.23580985,0.055474706,-0.035334878
11,11,False,0.002059291526315293,0.034302276569408374,0.008099644002613164,0.10512798439240804,0.048488819860890736,0.1374994973331374,0.01214520064571522,-0.021964237631278798,0.005570535610501233,0.012662282863777623,0.003999939351243724,0.0059566070149347115,0.03217945456209474,0.047716698214343344,0.2183654220541923,0.05300724276799329,0.02140011791702546,0.005721061800976312,0.16535423135771285,36.914745,-2.4972057,-0.7820206,0.5588927115093427,0.5569777193524065,0.3881114370064386,0.037315910777049564,0.004344905,0.01545713,0.0036582765,0.004137097,0.031969536,0.042305253,0.0021218574,0.052588858,0.18477876,0.024496604,-0.035181105,-0.22446741,0.021385718,0.0046535097,0.1527313,0.22999336,0.0565009,-0.03598909
12,12,False,0.01473394568991546,0.022645959487328164,0.008192606258738048,0.10128016301256756,0.05415796237212632,0.21061910253081562,0.058263614498271526,-0.038488577797716056,0.005109796399539812,0.018217914978245053,0.0046034117794192175,0.002839989310640838,0.06259809557522661,0.05260065094578602,0.2451242513880723,0.0632101297185158,0.023181814261780648,0.005525327921470584,0.13691517429021308,37.609985,-1.6486259,0.79099613,0.5482010348599888,0.5202355625537163,0.4123537667079023,0.06516731647640589,0.0049666855,0.01631952,0.004048277,0.0038036369,0.058617055,0.05420758,0.0025725784,0.052432436,0.20963727,0.019972349,-0.029686874,-0.24997424,0.022362556,0.005216006,0.15151314,0.2269264,0.056612864,-0.036191173
13,13,False,0.004293745842532835,0.0328763926422203,0.008046310964117145,0.07788911514540349,0.05605096381952342,0.17083355739652797,0.022584827535837723,-0.04834194330679608,0.005326972718188252,0.014627555074942273,0.0037065466736379933,0.0017008532739788214,0.042661733867574964,0.03671993767362723,0.1996493406953911,0.06547529264246822,0.019798550603846363,0.0062035660955783774,0.147169490285193,37.17776,-2.3934014,-0.7768713,0.4995140250337279,0.48608048724215386,0.3608487930588075,0.05113531111676472,0.0054656807,0.017861482,0.0039987895,0.0039723925,0.0443559,0.039643876,0.0017952053,0.052483954,0.16374734,0.021567374,-0.033094134,-0.20148823,0.02341276,0.004789073,0.14988631,0.20794404,0.057624467,-0.036492504
14,14,False,0.0010826737408476752,0.03317114416059557,0.002906469715993556,0.10976334618291762,0.05161823864626996,0.17190472638566776,0.04907331708331905,-0.020683089607771436,0.005660225965890674,0.014531727626936995,0.004841882436860717,0.003001043092937212,0.026157082902905495,0.06019033915544752,0.22880680926518998,0.05522449195022234,0.02554070234927169,0.0064827166552413286,0.1402635544442753,36.955177,-2.4148593,-0.28061965,0.5754408624093361,0.4748687119117287,0.49965920397408314,0.03382353104785388,0.0037578437,0.017146558,0.0045650178,0.005077634,0.026626185,0.059915952,0.0026113102,0.05332946,0.27836847,0.024809813,-0.027685784,-0.32900047,0.02346045,0.007983923,0.15126315,0.23316748,0.056658298,-0.037313648
15,15,False,0.010612045509227808,0.025835815039309828,0.002982489868867342,0.11220948968491302,0.05036136486216851,0.1971716235124742,0.01260799991610583,-0.042072115760963424,0.005635194452322167,0.018819338463330247,0.003598633550885758,0.007333346608540455,0.05448636334287259,0.033679376524076286,0.17077256763920318,0.06100773792497536,0.02345233931784486,0.005762688276394393,0.14754816925833295,37.43934,-1.8808473,-0.2879594,0.4351154480357273,0.4479909196973692,0.39011699596153726,0.06171354474497277,0.005578315,0.019223128,0.004066585,0.0032561775,0.055354394,0.047040064,0.0017440049,0.05385816,0.18889534,0.018002536,-0.028900908,-0.22871137,0.024812711,0.0047105327,0.1437152,0.18497135,0.05950543,-0.037525643
16,16,False,0.012570993911816878,0.031825245081723394,0.0025659035611560097,0.06297288365982408,0.05450883941592925,0.13436465376184561,0.020332315885112265,-0.032447879456639205,0.005575903783318598,0.013626400629400159,0.004437163564179961,0.002169766399824563,0.05392807344891268,0.04114846879837312,0.22329985778703648,0.06557690815637697,0.02274626248311044,0.006580623062954464,0.15911524851166003,37.52044,-2.3168778,-0.24773799,0.5767560764228772,0.46998451221918075,0.3304682179219611,0.06111869087024954,0.006381506,0.01694666,0.0046869176,0.004640552,0.054535523,0.03745863,0.0034981174,0.049928755,0.14132941,0.021957189,-0.03410254,-0.17559665,0.02424512,0.005614061,0.16009042,0.23839821,0.05472711,-0.03488353
17,17,False,0.006023996694076465,0.03058769545712314,0.009138503882133053,0.15132590674164034,0.04903013226255828,0.10307560438493624,0.07118708943087568,-0.026209988422416373,0.005055615281133327,0.01758664296769666,0.00462354362758637,0.007425596560435548,0.03698677763604999,0.032990222864170755,0.14694485027497356,0.059549388927084036,0.027137117783210703,0.005629163876436982,0.15225683536209894,37.249393,-2.2267842,-0.88232255,0.4990010752467385,0.45240500297321606,0.30229210158049413,0.04367496402828261,0.006286869,0.017787613,0.004397156,0.0049101803,0.03715227,0.025531307,0.0024905773,0.050588205,0.11319819,0.025190972,-0.037321676,-0.147955,0.024363516,0.0057381094,0.15283492,0.20736559,0.057086952,-0.036757715
18,18,False,0.020414896057423762,0.02302212374550956,0.002450618578448066,0.13565415438481035,0.058937207027695726,0.24986728191452587,0.051803792214982096,-0.019199954415930306,0.005651663432033191,0.020541493586123255,0.003939330830553634,0.007423277142716697,0.034575657851957,0.07022530399988935,0.1412890050813334,0.05755419963992004,0.022106428488460873,0.006448473031106623,0.15346305243812014,37.845177,-1.6760106,0.23660722,0.574807540580017,0.5205634525747539,0.46982244648356186,0.040453839170658014,0.0036729742,0.016163392,0.004140571,0.004501287,0.034197494,0.057389297,0.0024930118,0.053039905,0.25402823,0.023892947,-0.02945697,-0.30088884,0.022429656,0.0065800846,0.15131378,0.23460989,0.05644907,-0.03677576
19,19,False,0.010175566742385643,0.028519201409685745,0.0018821725383562971,0.08918638333300077,0.04946131600267671,0.25416450841629823,0.02324875064289156,-0.03164995804787728,0.0050987608750726774,0.021501113857442265,0.00432880601052245,0.004483479392775536,0.050841185453574515,0.03970450008655506,0.24830767094139408,0.06640031819536346,0.0214041285132091,0.0053635510405151505,0.16282845607262703,37.42127,-2.0761979,0.18172376,0.586951612203735,0.4156775480286402,0.45715262698392173,0.056751954311372386,0.00467124,0.019565322,0.005131778,0.004145287,0.050855525,0.06080363,0.00249705,0.0521062,0.24829648,0.019208072,-0.025053857,-0.293041,0.025716923,0.006680336,0.15579763,0.23953676,0.055064812,-0.035434358
20,20,False,0.002243484275928442,0.030945447775033805,0.009161977802515648,0.10644935402713283,0.04940933981920311,0.11001367333251337,0.05797017903817742,-0.04879646797406812,0.005604370363632915,0.019607987879806627,0.003925403637711097,0.0018469773331857785,0.04157773520462629,0.03253852698342221,0.14980495197611668,0.06223695774580298,0.02698815788312576,0.00543447645664537,0.1328261213616879,37.09288,-2.2528286,-0.88458896,0.319373641725907,0.46983673854072955,0.3325610731954784,0.04666502746043925,0.004541857,0.017808784,0.004211048,0.0029743686,0.04269536,0.02845991,0.002662967,0.051994607,0.1343204,0.022443388,-0.035325162,-0.17128937,0.024553386,0.005749222,0.13443844,0.14477734,0.063407674,-0.040710673
21,21,False,0.009962072694935084,0.028791712535606636,0.005952898299119931,0.07906211343616226,0.049397503923016145,0.11037881592422966,0.03049125256783291,-0.04019766161442411,0.005163578406359011,0.01638713746694842,0.004548245790126387,0.006783490536325354,0.05433432508652552,0.0345405655069105,0.17142940452960254,0.05802553192621183,0.023773880333768142,0.006209182913176438,0.15644342196411012,37.41243,-2.0960367,-0.57475233,0.404427729161043,0.524415254800393,0.31794239692134185,0.06040495881246039,0.0056386758,0.015551274,0.0038481741,0.0038965596,0.054338813,0.030892251,0.0027271612,0.051354587,0.12490834,0.02324496,-0.036686238,-0.16046223,0.021528695,0.005957775,0.14113897,0.17351842,0.06132795,-0.039232776
22,22,False,0.024374441248207278,0.022921983029816177,0.0032208325145529812,0.14519466664659078,0.05090449867719826,0.1700949414617562,0.04902681771165181,-0.0398305179413513,0.005120767597167494,0.019740082444778154,0.0031579133507335065,0.005747649405832792,0.05639463138586205,0.061190413808964596,0.14478782645648144,0.06407866657321494,0.022902049783704734,0.005506854225420654,0.14740558683802957,38.0091,-1.6687204,0.31097138,0.400694694349362,0.6191411861885107,0.3744854031877809,0.06114763415567779,0.0053525474,0.013044459,0.00328673,0.0034310333,0.056801006,0.042302586,0.002853646,0.053769086,0.17186682,0.02215024,-0.035221748,-0.21030997,0.018159304,0.005157441,0.1373801,0.172375,0.062862426,-0.04002706
23,23,False,0.021881895940660857,0.021607469726394823,0.007506884916158367,0.10891703822701185,0.04826530797473621,0.1807070077398974,0.04399872087814715,-0.03079729961088953,0.005051304624467458,0.017282720617629997,0.0038522508656647966,0.004991105871834634,0.06360406713501088,0.054261631588524456,0.18360198943610553,0.06633646745604058,0.02607645585702548,0.0056231925254038116,0.1347174302739809,37.90591,-1.5730238,0.72478974,0.49364866658227075,0.5615810796310884,0.3989308446508333,0.06662300475502701,0.005266821,0.015017438,0.0035534282,0.0036513526,0.06024917,0.050857455,0.0024889586,0.05328896,0.19663948,0.020394783,-0.031509303,-0.23625642,0.020606883,0.004908435,0.14591773,0.20655541,0.058832012,-0.0375203
